title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,production_budget,domestic_gross,worldwide_gross,vote_average,start_year,runtime_minutes,genres,averagerating,numvotes,profit,profit_margin,release_month,release_month_name,release_quarter
enough said,FoxS,7700000.0,2013,en,8.722,2013-09-18,464,8000000.0,17550872.0,25621449.0,6.7,2013,93.0,"Comedy,Drama,Romance",7.0,55698,17621449.0,2.202681125,9,September,3
trance,FoxS,21900000.0,2013,en,9.571,2013-04-05,1348,16000000.0,2322593.0,22594052.0,6.6,2010,83.0,Horror,4.6,77,6594052.0,0.41212825,4,April,2
trance,FoxS,21900000.0,2013,en,9.571,2013-04-05,1348,16000000.0,2322593.0,22594052.0,6.6,2013,101.0,"Crime,Drama,Mystery",6.9,104951,6594052.0,0.41212825,4,April,2
the way way back,FoxS,1700000.0,2013,en,9.977,2013-07-05,1043,5000000.0,21502690.0,26853810.0,7.1,2013,103.0,"Comedy,Drama",7.4,132642,21853810.0,4.370762,7,July,3
baggage claim,FoxS,887000.0,2013,en,8.666,2013-09-27,127,8500000.0,21569509.0,22885836.0,5.4,2013,96.0,Comedy,5.1,8296,14385836.0,1.692451294117647,9,September,3
the sapphires,Wein.,18000000.0,2013,en,6.16,2013-03-22,97,9000000.0,2450867.0,20395040.0,6.7,2012,103.0,"Biography,Comedy,Drama",7.0,12143,11395040.0,1.2661155555555557,3,March,1
dead man down,FD,7200000.0,2013,en,10.349,2013-03-08,866,30000000.0,10895295.0,19599974.0,6.0,2013,118.0,"Action,Crime,Drama",6.5,61238,-10400026.0,-0.34666753333333333,3,March,1
fruitvale station,Wein.,1300000.0,2013,en,9.587,2013-07-26,645,900000.0,16098998.0,17549645.0,7.4,2013,85.0,"Biography,Drama,Romance",7.5,68187,16649645.0,18.499605555555554,7,July,3
battle of the year,SGem,7700000.0,2013,en,5.858,2013-09-21,130,20000000.0,8888355.0,16723377.0,6.1,2013,110.0,"Drama,Music",5.1,8769,-3276623.0,-0.16383115,9,September,3
out of the furnace,Rela.,4300000.0,2013,en,9.139,2013-12-06,1077,22000000.0,11330849.0,15434375.0,6.6,2013,116.0,"Crime,Drama,Thriller",6.8,99037,-6565625.0,-0.2984375,12,December,4
machete kills,ORF,7000000.0,2013,en,10.36,2013-10-11,1079,20000000.0,8008161.0,18273009.0,5.5,2013,107.0,"Action,Crime,Sci-Fi",5.6,69968,-1726991.0,-0.08634955,10,October,4
paranoia,Rela.,6400000.0,2013,en,0.6,2011-06-07,2,40000000.0,7388654.0,16340767.0,4.5,2013,106.0,"Drama,Thriller",5.7,33149,-23659233.0,-0.591480825,6,June,2
paranoia,Rela.,6400000.0,2013,en,0.6,2011-06-07,2,40000000.0,7388654.0,16340767.0,4.5,2012,87.0,Thriller,5.3,26,-23659233.0,-0.591480825,6,June,2
all is lost,RAtt.,7400000.0,2013,en,9.869,2013-10-18,949,8500000.0,6263670.0,10386814.0,6.6,2013,106.0,"Action,Adventure,Drama",6.9,70888,1886814.0,0.22197811764705883,10,October,4
stoker,FoxS,10400000.0,2013,en,10.738,2013-03-01,1282,12000000.0,1703125.0,12034913.0,6.6,2013,99.0,"Drama,Thriller",6.8,97393,34913.0,0.0029094166666666665,3,March,1
before midnight,SPC,3100000.0,2013,en,11.765,2013-06-14,1039,3000000.0,8110621.0,23251930.0,7.4,2013,109.0,"Drama,Romance",7.9,123107,20251930.0,6.7506433333333336,6,June,2
only god forgives,RTWC,9900000.0,2013,en,10.196,2013-07-19,1396,4800000.0,775849.0,4494560.0,5.8,2013,90.0,"Crime,Drama",5.7,100318,-305440.0,-0.06363333333333333,7,July,3
the fifth estate,BV,5300000.0,2013,en,6.611,2013-10-18,549,26000000.0,3254172.0,6154172.0,5.9,2013,128.0,"Biography,Drama,Thriller",6.2,36392,-19845828.0,-0.7633010769230769,10,October,4
upside down,MNE,8000000.0,2013,en,12.454,2013-03-14,1645,50000000.0,102118.0,26387039.0,6.2,2012,109.0,"Drama,Fantasy,Romance",6.4,66347,-23612961.0,-0.47225922,3,March,1
upside down,MNE,8000000.0,2013,en,12.454,2013-03-14,1645,50000000.0,102118.0,26387039.0,6.2,2012,81.0,Drama,6.6,45,-23612961.0,-0.47225922,3,March,1
metallica through the never,PH,4600000.0,2013,en,7.295,2013-09-27,130,18000000.0,3419967.0,9082906.0,6.6,2013,93.0,Music,7.2,15592,-8917094.0,-0.4953941111111111,9,September,3
black nativity,FoxS,436000.0,2013,en,1.779,2013-11-27,25,17500000.0,7018188.0,7285135.0,5.7,2013,93.0,"Drama,Family,Music",4.6,1901,-10214865.0,-0.5837065714285714,11,November,4
the sweeney,EOne,6300000.0,2013,en,6.4,2013-03-01,142,4500000.0,26345.0,8000366.0,5.9,2012,112.0,"Action,Crime,Drama",6.1,18095,3500366.0,0.7778591111111111,3,March,1
the east,FoxS,99700.0,2013,en,8.044,2013-05-31,438,6500000.0,2274649.0,3027956.0,6.6,2013,116.0,"Adventure,Drama,Thriller",6.8,46804,-3472044.0,-0.5341606153846153,5,May,2
aint them bodies saints,IFC,635000.0,2013,en,8.166,2013-08-16,217,5000000.0,391611.0,1075009.0,6.2,2013,96.0,"Crime,Drama,Romance",6.4,19464,-3924991.0,-0.7849982,8,August,3
transformers age of extinction,Par.,858600000.0,2014,en,20.961,2014-06-27,4805,210000000.0,245439076.0,1104039076.0,5.8,2014,165.0,"Action,Adventure,Sci-Fi",5.7,283486,894039076.0,4.2573289333333335,6,June,2
the hobbit the battle of the five armies,WB (NL),700900000.0,2014,en,53.783,2014-12-17,8392,250000000.0,255119788.0,945577621.0,7.3,2014,144.0,"Adventure,Fantasy",7.4,438621,695577621.0,2.782310484,12,December,4
guardians of the galaxy,BV,440200000.0,2014,en,49.606,2014-08-01,17958,170000000.0,333172112.0,770867516.0,7.9,2014,121.0,"Action,Adventure,Comedy",8.1,948394,600867516.0,3.5345148,8,August,3
maleficent,BV,517100000.0,2014,en,19.274,2014-05-30,8143,180000000.0,241407328.0,758536735.0,7.0,2014,97.0,"Action,Adventure,Family",7.0,305832,578536735.0,3.2140929722222222,5,May,2
the hunger games mockingjay part 1,LGF,418200000.0,2014,en,33.837,2014-11-21,10087,125000000.0,337135885.0,766575131.0,6.8,2014,123.0,"Action,Adventure,Sci-Fi",6.6,379050,641575131.0,5.132601048,11,November,4
xmen days of future past,Fox,513900000.0,2014,en,41.867,2014-05-23,10062,200000000.0,233921534.0,747862775.0,7.5,2014,132.0,"Action,Adventure,Sci-Fi",8.0,620079,547862775.0,2.739313875,5,May,2
captain america the winter soldier,BV,454500000.0,2014,en,18.073,2014-04-04,11034,170000000.0,259746958.0,714401889.0,7.7,2014,136.0,"Action,Adventure,Sci-Fi",7.8,666252,544401889.0,3.2023640529411765,4,April,2
dawn of the planet of the apes,Fox,502100000.0,2014,en,27.641,2014-07-11,7080,170000000.0,208545589.0,710644566.0,7.3,2014,130.0,"Action,Adventure,Drama",7.6,390199,540644566.0,3.1802621529411765,7,July,3
the amazing spiderman 2,Sony,506100000.0,2014,en,20.847,2014-05-02,7220,200000000.0,202853933.0,708996336.0,6.4,2014,142.0,"Action,Adventure,Sci-Fi",6.6,388363,508996336.0,2.54498168,5,May,2
interstellar,Par.,489400000.0,2014,en,28.44,2014-11-05,18597,165000000.0,188017894.0,666379375.0,8.2,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334,501379375.0,3.038662878787879,11,November,4
big hero 6,BV,435300000.0,2014,en,36.92,2014-11-07,10176,165000000.0,222527828.0,652127828.0,7.8,2014,102.0,"Action,Adventure,Animation",7.8,371204,487127828.0,2.952289866666667,11,November,4
how to train your dragon 2,Fox,444500000.0,2014,en,27.106,2014-06-13,5589,145000000.0,177002924.0,614586270.0,7.7,2014,102.0,"Action,Adventure,Animation",7.8,278205,469586270.0,3.238526,6,June,2
american sniper,WB,197300000.0,2014,en,18.473,2014-12-25,7658,58000000.0,350126372.0,547326372.0,7.4,2014,133.0,"Action,Biography,Drama",7.3,401915,489326372.0,8.436661586206897,12,December,4
rio 2,Fox,368600000.0,2014,en,18.11,2014-04-11,1803,130000000.0,131538435.0,492846291.0,6.3,2014,101.0,"Adventure,Animation,Comedy",6.3,72209,362846291.0,2.7911253153846154,4,April,2
the lego movie,WB,211400000.0,2014,en,19.375,2014-02-07,4839,60000000.0,257784718.0,457729388.0,7.4,2014,100.0,"Action,Adventure,Animation",7.8,304179,397729388.0,6.628823133333333,2,February,1
lucy,Uni.,336700000.0,2014,en,16.73,2014-07-25,10019,40000000.0,126573960.0,457507776.0,6.3,2014,89.0,"Action,Sci-Fi,Thriller",6.4,403194,417507776.0,10.4376944,7,July,3
lucy,Uni.,336700000.0,2014,en,16.73,2014-07-25,10019,40000000.0,126573960.0,457507776.0,6.3,2016,40.0,Documentary,7.0,6,417507776.0,10.4376944,7,July,3
penguins of madagascar,Fox,289700000.0,2014,en,20.899,2014-11-26,2273,132000000.0,83350911.0,366942531.0,6.4,2014,92.0,"Adventure,Animation,Comedy",6.7,72551,234942531.0,1.779867659090909,11,November,4
edge of tomorrow,WB,270300000.0,2014,en,19.753,2014-06-06,8047,178000000.0,100206256.0,370541256.0,7.6,2014,113.0,"Action,Sci-Fi",7.9,546284,192541256.0,1.0816924494382023,6,June,2
gone girl,Fox,201600000.0,2014,en,31.215,2014-10-03,10459,61000000.0,167767189.0,368567189.0,7.9,2014,149.0,"Drama,Mystery,Thriller",8.1,761592,307567189.0,5.042085065573771,10,October,4
night at the museum secret of the tomb,Fox,249500000.0,2014,en,20.064,2014-12-19,3536,127000000.0,113746621.0,353756621.0,6.1,2014,98.0,"Adventure,Comedy,Family",6.2,93103,226756621.0,1.7854852047244094,12,December,4
noah,Par.,261399999.0,2014,en,0.6,2013-09-09,11,130000000.0,101200044.0,352831065.0,7.6,2014,138.0,"Action,Adventure,Drama",5.8,229326,222831065.0,1.7140851153846153,9,September,3
noah,Par.,261399999.0,2014,en,0.6,2013-09-09,11,130000000.0,101200044.0,352831065.0,7.6,2011,105.0,"Drama,Thriller",6.5,12,222831065.0,1.7140851153846153,9,September,3
the maze runner,Fox,245900000.0,2014,en,36.955,2014-09-19,10626,34000000.0,102427862.0,348319861.0,7.1,2014,113.0,"Action,Mystery,Sci-Fi",6.8,387038,314319861.0,9.244701794117647,9,September,3
300 rise of an empire,WB,231000000.0,2014,en,23.68,2014-03-07,3870,110000000.0,106580051.0,330780051.0,6.0,2014,102.0,"Action,Fantasy,War",6.2,262978,220780051.0,2.0070913727272726,3,March,1
22 jump street,Sony,139600000.0,2014,en,11.176,2014-06-13,5167,50000000.0,191719337.0,331333876.0,6.9,2014,112.0,"Action,Comedy,Crime",7.0,319504,281333876.0,5.62667752,6,June,2
the fault in our stars,Fox,182300000.0,2014,en,16.03,2014-05-16,7236,12000000.0,124872350.0,307166834.0,7.6,2014,126.0,"Drama,Romance",7.7,315135,295166834.0,24.597236166666665,5,May,2
divergent,LG/S,137900000.0,2014,en,16.982,2014-03-21,8279,85000000.0,150947895.0,276014965.0,6.9,2014,139.0,"Action,Adventure,Mystery",6.7,399703,191014965.0,2.247234882352941,3,March,1
mr peabody sherman,Fox,164200000.0,2014,en,12.813,2014-03-07,1357,145000000.0,111506430.0,269806430.0,6.6,2014,92.0,"Adventure,Animation,Comedy",6.8,57277,124806430.0,0.860734,3,March,1
neighbors,Uni.,120500000.0,2014,en,14.979,2014-05-09,4536,18000000.0,150086800.0,270944428.0,6.2,2014,97.0,Comedy,6.3,266020,252944428.0,14.052468222222222,5,May,2
neighbors,Uni.,120500000.0,2014,en,14.979,2014-05-09,4536,18000000.0,150086800.0,270944428.0,6.2,2018,90.0,"Comedy,Drama",7.6,18,252944428.0,14.052468222222222,5,May,2
exodus gods and kings,Fox,203200000.0,2014,en,26.789,2014-12-12,2909,140000000.0,65014513.0,268314513.0,5.7,2014,150.0,"Action,Adventure,Drama",6.0,150858,128314513.0,0.9165322357142857,12,December,4
annabelle,WB (NL),172800000.0,2014,en,13.989,2014-10-03,3357,6500000.0,84273813.0,256862920.0,5.6,2014,99.0,"Horror,Mystery,Thriller",5.4,122039,250362920.0,38.517372307692305,10,October,4
the imitation game,Wein.,142400000.0,2014,en,33.078,2014-12-19,10396,15000000.0,91125143.0,227740463.0,8.1,2014,114.0,"Biography,Drama,Thriller",8.0,620834,212740463.0,14.182697533333334,12,December,4
nonstop,Uni.,130600000.0,2014,en,2.264,2013-11-29,23,50000000.0,91742160.0,222383055.0,5.6,2014,106.0,"Action,Mystery,Thriller",7.0,234717,172383055.0,3.4476611,11,November,4
dracula untold,Uni.,160800000.0,2014,en,29.043,2014-10-03,3719,70000000.0,55991880.0,220241723.0,6.2,2014,92.0,"Action,Drama,Fantasy",6.3,164829,150241723.0,2.1463103285714284,10,October,4
the expendables 3,LGF,175300000.0,2014,en,18.797,2014-08-15,2876,100000000.0,39322544.0,209461378.0,6.1,2014,126.0,"Action,Adventure,Thriller",6.1,156432,109461378.0,1.09461378,8,August,3
into the woods,BV,85100000.0,2014,en,1.201,2012-02-15,3,56200000.0,128002372.0,213116401.0,2.7,2014,125.0,"Adventure,Comedy,Drama",6.0,123577,156916401.0,2.7921067793594307,2,February,1
need for speed,BV,159700000.0,2014,en,13.723,2014-03-14,2389,66000000.0,43568507.0,194169619.0,6.1,2014,132.0,"Action,Crime,Thriller",6.5,154909,128169619.0,1.9419639242424243,3,March,1
the equalizer,Sony,90800000.0,2014,en,28.942,2014-09-26,4989,55000000.0,101530738.0,192903624.0,7.2,2014,132.0,"Action,Crime,Thriller",7.2,302302,137903624.0,2.507338618181818,9,September,3
the grand budapest hotel,FoxS,115500000.0,2014,en,18.31,2014-03-07,8091,31000000.0,59076019.0,163981261.0,8.0,2014,99.0,"Adventure,Comedy,Crime",8.1,633604,132981261.0,4.289718096774194,3,March,1
dumb and dumber to,Uni.,83600000.0,2014,en,15.964,2014-11-14,1842,40000000.0,86208010.0,156553592.0,5.5,2014,109.0,"Adventure,Comedy",5.6,118646,116553592.0,2.9138398,11,November,4
unbroken,Uni.,47800000.0,2014,en,12.354,2014-12-25,2240,65000000.0,115637895.0,163527824.0,7.4,2014,137.0,"Biography,Drama,Sport",7.2,129981,98527824.0,1.5158126769230769,12,December,4
into the storm,WB (NL),114100000.0,2014,en,8.884,2014-08-08,1169,50000000.0,47602194.0,150429371.0,5.8,2014,89.0,"Action,Adventure,Drama",5.8,60894,100429371.0,2.00858742,8,August,3
the monuments men,Sony,77000000.0,2014,en,12.861,2014-02-07,2229,70000000.0,78031620.0,158702748.0,5.9,2014,118.0,"Comedy,Drama,History",6.1,117638,88702748.0,1.2671821142857143,2,February,1
ride along,Uni.,19500000.0,2014,en,10.831,2014-01-17,1277,25000000.0,134202565.0,153733800.0,6.2,2014,99.0,"Action,Comedy,Crime",6.2,94529,128733800.0,5.149352,1,January,1
ride along,Uni.,19500000.0,2014,en,10.831,2014-01-17,1277,25000000.0,134202565.0,153733800.0,6.2,2012,87.0,Action,4.4,14,128733800.0,5.149352,1,January,1
jack ryan shadow recruit,Par.,84900000.0,2014,en,11.061,2014-01-17,1687,60000000.0,50577412.0,131377412.0,6.1,2014,105.0,"Action,Drama,Thriller",6.2,114913,71377412.0,1.1896235333333334,1,January,1
blended,WB,81700000.0,2014,en,10.613,2014-05-23,1709,45000000.0,46290741.0,127990741.0,6.7,2014,117.0,"Comedy,Romance",6.5,106491,82990741.0,1.8442386888888889,5,May,2
sex tape,Sony,87500000.0,2014,en,20.429,2014-07-18,2684,40000000.0,38543473.0,126069509.0,5.3,2014,94.0,"Comedy,Romance",5.1,100520,86069509.0,2.151737725,7,July,3
the theory of everything,Focus,87800000.0,2014,en,13.866,2014-11-26,6412,15000000.0,35893537.0,123327692.0,7.9,2014,123.0,"Biography,Drama,Romance",7.7,361534,108327692.0,7.221846133333333,11,November,4
the nut job,ORF,56600000.0,2014,en,10.501,2014-01-17,529,30000000.0,64251538.0,122529966.0,5.6,2014,85.0,"Adventure,Animation,Comedy",5.7,24587,92529966.0,3.0843322,1,January,1
pompeii,TriS,94600000.0,2014,en,25.215,2014-02-21,2078,80000000.0,23169033.0,108469033.0,5.4,2014,105.0,"Action,Adventure,Drama",5.5,100467,28469033.0,0.3558629125,2,February,1
the purge anarchy,Uni.,40000000.0,2014,en,28.424,2014-07-18,3754,9000000.0,71562550.0,111534881.0,6.6,2014,103.0,"Action,Horror,Sci-Fi",6.5,126203,102534881.0,11.392764555555555,7,July,3
the boxtrolls,Focus,58400000.0,2014,en,11.219,2014-09-26,1016,60000000.0,50837305.0,111946251.0,6.7,2014,96.0,"Adventure,Animation,Comedy",6.8,50763,51946251.0,0.86577085,9,September,3
horrible bosses 2,WB,53200000.0,2014,en,18.421,2014-11-26,2581,40000000.0,54445357.0,105945357.0,6.2,2014,108.0,"Comedy,Crime",6.3,144442,65945357.0,1.648633925,11,November,4
ouija,Uni.,52700000.0,2014,en,15.389,2014-10-24,1670,5000000.0,50856010.0,103300632.0,5.1,2014,89.0,"Horror,Mystery,Thriller",4.5,44054,98300632.0,19.6601264,10,October,4
transcendence,WB,80000000.0,2014,en,0.6,2012-06-09,2,100000000.0,23022309.0,103039258.0,5.5,2012,98.0,Drama,6.1,22,3039258.0,0.03039258,6,June,2
transcendence,WB,80000000.0,2014,en,0.6,2012-06-09,2,100000000.0,23022309.0,103039258.0,5.5,2014,119.0,"Action,Drama,Sci-Fi",6.3,204481,3039258.0,0.03039258,6,June,2
alexander and the terrible horrible no good very bad day,BV,34400000.0,2014,en,6.783,2014-10-10,817,28000000.0,66954149.0,101379287.0,6.2,2014,81.0,"Comedy,Family",6.2,37325,73379287.0,2.6206888214285713,10,October,4
heaven is for real,TriS,9900000.0,2014,en,9.718,2014-04-16,363,12000000.0,91386097.0,100916299.0,6.2,2014,99.0,"Biography,Drama,Family",5.8,24267,88916299.0,7.409691583333333,4,April,2
tammy,WB (NL),16000000.0,2014,en,10.979,2014-07-03,735,20000000.0,84525432.0,96407655.0,5.2,2014,97.0,"Comedy,Romance",4.9,44345,76407655.0,3.82038275,7,July,3
paranormal activity the marked ones,Par.,58400000.0,2014,en,9.446,2014-01-03,752,5000000.0,32462372.0,90904854.0,5.3,2014,84.0,"Horror,Mystery,Thriller",5.0,37147,85904854.0,17.1809708,1,January,1
the hundredfoot journey,BV,34600000.0,2014,en,8.26,2014-08-08,785,22000000.0,54235441.0,94270488.0,7.3,2014,122.0,"Comedy,Drama",7.3,69562,72270488.0,3.285022181818182,8,August,3
john wick,LG/S,45700000.0,2014,en,78.123,2014-10-24,10081,30000000.0,43037835.0,76235001.0,7.2,2014,101.0,"Action,Crime,Thriller",7.4,449942,46235001.0,1.5411667,10,October,4
deliver us from evil,SGem,57400000.0,2014,en,11.283,2014-07-02,1104,30000000.0,30577122.0,87956618.0,6.1,2014,118.0,"Horror,Mystery,Thriller",6.2,63793,57956618.0,1.9318872666666667,7,July,3
a million ways to die in the west,Uni.,44100000.0,2014,en,10.816,2014-05-30,2219,40000000.0,42720965.0,86778557.0,5.8,2014,116.0,"Comedy,Western",6.1,160534,46778557.0,1.169463925,5,May,2
snowpiercer,RTWC,82200000.0,2014,ko,14.735,2014-06-27,4748,40000000.0,4563029.0,88069880.0,6.8,2013,126.0,"Action,Drama,Sci-Fi",7.1,239264,48069880.0,1.201747,6,June,2
the judge,WB,37300000.0,2014,en,16.464,2014-10-10,2356,50000000.0,47119388.0,76119388.0,7.3,2014,141.0,"Crime,Drama",7.4,162952,26119388.0,0.52238776,10,October,4
the judge,WB,37300000.0,2014,en,16.464,2014-10-10,2356,50000000.0,47119388.0,76119388.0,7.3,2017,76.0,Documentary,7.3,84,26119388.0,0.52238776,10,October,4
muppets most wanted,BV,29200000.0,2014,en,9.118,2014-03-21,473,55000000.0,51178893.0,79312301.0,6.2,2014,107.0,"Adventure,Comedy,Crime",6.4,29018,24312301.0,0.44204183636363636,3,March,1
if i stay,WB (NL),28400000.0,2014,en,12.047,2014-08-22,2703,11000000.0,50474843.0,78356170.0,7.4,2014,107.0,"Drama,Fantasy,Music",6.8,107625,67356170.0,6.1232881818181815,8,August,3
i frankenstein,LGF,52100000.0,2014,en,12.7,2014-01-24,1090,65000000.0,19075290.0,74575290.0,5.2,2014,92.0,"Action,Fantasy,Horror",5.1,74910,9575290.0,0.14731215384615384,1,January,1
think like a man too,SGem,5000000.0,2014,en,8.25,2014-06-20,319,24000000.0,65028687.0,70027933.0,6.3,2014,106.0,"Comedy,Romance",5.8,18533,46027933.0,1.9178305416666668,6,June,2
brick mansions,Rela.,48500000.0,2014,en,9.194,2014-04-25,909,28000000.0,20396829.0,73421224.0,5.9,2014,90.0,"Action,Crime",5.7,37528,45421224.0,1.6221865714285715,4,April,2
son of god,Fox,8100000.0,2014,en,8.289,2014-02-28,123,22000000.0,59700064.0,70949793.0,6.4,2010,80.0,Documentary,6.8,13,48949793.0,2.224990590909091,2,February,1
son of god,Fox,8100000.0,2014,en,8.289,2014-02-28,123,22000000.0,59700064.0,70949793.0,6.4,2014,138.0,"Biography,Drama,History",5.8,17606,48949793.0,2.224990590909091,2,February,1
jersey boys,WB,20600000.0,2014,en,6.933,2014-06-20,380,40000000.0,47047013.0,65282732.0,6.9,2014,134.0,"Biography,Drama,Music",6.8,30410,25282732.0,0.6320683,6,June,2
the giver,Wein.,21900000.0,2014,en,8.687,2014-08-11,3075,25000000.0,45090374.0,66540205.0,6.5,2014,97.0,"Drama,Romance,Sci-Fi",6.5,104999,41540205.0,1.6616082,8,August,3
selma,Par.,14700000.0,2014,en,9.541,2014-12-25,1354,20000000.0,52076908.0,66776576.0,7.5,2014,128.0,"Biography,Drama,History",7.5,77633,46776576.0,2.3388288,12,December,4
thunder and the house of magic,Shout!,64200000.0,2014,en,6.781,2014-07-25,196,34000000.0,4091.0,62582520.0,6.3,2013,85.0,"Adventure,Animation,Comedy",6.3,5626,28582520.0,0.8406623529411764,7,July,3
begin again,Wein.,47300000.0,2014,en,10.828,2014-07-11,2089,8000000.0,16170632.0,68838736.0,7.2,2013,68.0,"Drama,Family",7.0,57,60838736.0,7.604842,7,July,3
begin again,Wein.,47300000.0,2014,en,10.828,2014-07-11,2089,8000000.0,16170632.0,68838736.0,7.2,2013,104.0,"Comedy,Drama,Music",7.4,129884,60838736.0,7.604842,7,July,3
the legend of hercules,LG/S,42400000.0,2014,en,13.754,2014-01-10,805,70000000.0,18848538.0,58953319.0,4.5,2014,99.0,"Action,Adventure,Fantasy",4.2,50352,-11046681.0,-0.15780972857142858,1,January,1
dolphin tale 2,WB,15800000.0,2014,en,7.403,2014-09-12,173,36000000.0,42024533.0,57824533.0,6.7,2014,107.0,"Drama,Family",6.4,7579,21824533.0,0.6062370277777778,9,September,3
st vincent,Wein.,10700000.0,2014,en,16.379,2014-10-31,1069,13000000.0,44137712.0,54837234.0,7.1,2014,102.0,"Comedy,Drama",7.3,89372,41837234.0,3.2182487692307693,10,October,4
a walk among the tombstones,Uni.,26900000.0,2014,en,19.373,2014-09-19,1685,28000000.0,26017685.0,62108587.0,6.3,2014,114.0,"Action,Crime,Drama",6.5,105116,34108587.0,1.2181638214285715,9,September,3
3 days to kill,Rela.,21900000.0,2014,en,11.011,2014-02-14,1279,28000000.0,30697999.0,38959900.0,6.1,2014,117.0,"Action,Drama,Thriller",6.2,81681,10959900.0,0.391425,2,February,1
whiplash,SPC,35900000.0,2014,en,6.298,2013-01-18,94,3300000.0,13092006.0,38969037.0,7.9,2014,106.0,"Drama,Music",8.5,616916,35669037.0,10.80879909090909,1,January,1
earth to echo,Rela.,6400000.0,2014,en,7.189,2014-07-02,377,13000000.0,38934842.0,42174545.0,5.7,2014,91.0,"Adventure,Family,Sci-Fi",5.8,17627,29174545.0,2.2441957692307692,7,July,3
boyhood,IFC,19100000.0,2014,en,11.141,2014-07-11,3097,4000000.0,25379975.0,57273049.0,7.5,2014,165.0,Drama,7.9,315584,53273049.0,13.31826225,7,July,3
oculus,Rela.,16300000.0,2014,en,10.841,2014-04-03,1747,5000000.0,27695246.0,44115496.0,6.4,2013,104.0,"Horror,Mystery",6.5,106906,39115496.0,7.8230992,4,April,2
this is where i leave you,WB,7000000.0,2014,en,9.681,2014-09-19,695,20000000.0,34296320.0,41296320.0,6.6,2014,103.0,"Comedy,Drama",6.6,65202,21296320.0,1.064816,9,September,3
that awkward moment,Focus,14400000.0,2014,en,8.649,2014-01-31,1759,8000000.0,26068955.0,53068955.0,6.1,2014,94.0,"Comedy,Romance",6.2,92148,45068955.0,5.633619375,1,January,1
the gambler,Par.,5600000.0,2014,en,8.807,2014-12-25,783,25000000.0,33680992.0,38718031.0,5.8,2015,105.0,Drama,7.0,10,13718031.0,0.54872124,12,December,4
the gambler,Par.,5600000.0,2014,en,8.807,2014-12-25,783,25000000.0,33680992.0,38718031.0,5.8,2014,111.0,"Crime,Drama,Thriller",6.0,59995,13718031.0,0.54872124,12,December,4
the gambler,Par.,5600000.0,2014,en,8.807,2014-12-25,783,25000000.0,33680992.0,38718031.0,5.8,2013,52.0,Documentary,7.6,14,13718031.0,0.54872124,12,December,4
the gambler,Par.,5600000.0,2014,en,8.807,2014-12-25,783,25000000.0,33680992.0,38718031.0,5.8,2013,109.0,"Drama,Thriller",7.2,1479,13718031.0,0.54872124,12,December,4
the gambler,Par.,5600000.0,2014,en,8.807,2014-12-25,783,25000000.0,33680992.0,38718031.0,5.8,2019,121.0,"Action,Sci-Fi,Thriller",6.1,10,13718031.0,0.54872124,12,December,4
million dollar arm,BV,2800000.0,2014,en,7.771,2014-05-16,353,25000000.0,36447959.0,39217912.0,6.8,2014,124.0,"Biography,Drama,Sport",7.0,41008,14217912.0,0.56871648,5,May,2
nightcrawler,ORF,6300000.0,2014,en,25.597,2014-10-31,5860,8500000.0,32381218.0,50334418.0,7.7,2014,117.0,"Crime,Drama,Thriller",7.9,404476,41834418.0,4.921696235294117,10,October,4
devils due,Fox,21100000.0,2014,en,5.893,2014-01-17,303,7000000.0,15821461.0,36146087.0,4.5,2014,89.0,"Horror,Mystery,Thriller",4.1,15502,29146087.0,4.163726714285715,1,January,1
a most wanted man,RAtt.,19000000.0,2014,en,10.267,2014-07-25,784,15000000.0,17237855.0,36068890.0,6.5,2014,122.0,"Crime,Drama,Thriller",6.8,67914,21068890.0,1.4045926666666666,7,July,3
the best of me,Rela.,9200000.0,2014,en,8.622,2014-10-17,1512,26000000.0,26766213.0,41059418.0,7.3,2014,118.0,"Drama,Romance",6.7,59750,15059418.0,0.5792083846153846,10,October,4
get on up,Uni.,2700000.0,2014,en,6.288,2014-08-01,251,30000000.0,30569935.0,33339868.0,6.7,2014,139.0,"Biography,Drama,Music",6.9,19024,3339868.0,0.11132893333333334,8,August,3
the november man,Rela.,7500000.0,2014,en,17.747,2014-08-27,852,15000000.0,25018119.0,34820335.0,6.1,2014,108.0,"Action,Crime,Thriller",6.3,59293,19820335.0,1.3213556666666666,8,August,3
draft day,LG/S,620000.0,2014,en,10.581,2014-04-11,460,25000000.0,28842237.0,29847480.0,6.6,2014,110.0,"Drama,Sport",6.8,48812,4847480.0,0.1938992,4,April,2
big eyes,Wein.,14800000.0,2014,en,12.017,2014-12-25,2153,10000000.0,14482031.0,27317872.0,7.0,2014,106.0,"Biography,Crime,Drama",7.0,77447,17317872.0,1.7317872,12,December,4
top five,Par.,800000.0,2014,en,6.322,2014-12-12,281,12000000.0,25317379.0,26001741.0,6.3,2014,102.0,"Comedy,Romance",6.4,24744,14001741.0,1.16681175,12,December,4
and so it goes,CE,10200000.0,2014,en,8.235,2014-07-25,264,18000000.0,15160801.0,17920013.0,5.9,2014,94.0,"Comedy,Drama,Romance",5.8,11597,-79987.0,-0.004443722222222222,7,July,3
