title,studio,foreign_gross,year,original_language,popularity,release_date,vote_count,movie,production_budget,domestic_gross,worldwide_gross,vote_average
the sapphires,Wein.,18000000.0,2013,en,6.16,2013-03-22,97,the sapphires,9000000.0,2450867.0,20395040.0,6.7
dead man down,FD,7200000.0,2013,en,10.349,2013-03-08,866,dead man down,30000000.0,10895295.0,19599974.0,6.0
fruitvale station,Wein.,1300000.0,2013,en,9.587,2013-07-26,645,fruitvale station,900000.0,16098998.0,17549645.0,7.4
battle of the year,SGem,7700000.0,2013,en,5.858,2013-09-21,130,battle of the year,20000000.0,8888355.0,16723377.0,6.1
out of the furnace,Rela.,4300000.0,2013,en,9.139,2013-12-06,1077,out of the furnace,22000000.0,11330849.0,15434375.0,6.6
machete kills,ORF,7000000.0,2013,en,10.36,2013-10-11,1079,machete kills,20000000.0,8008161.0,18273009.0,5.5
paranoia,Rela.,6400000.0,2013,en,0.6,2011-06-07,2,paranoia,40000000.0,7388654.0,16340767.0,4.5
all is lost,RAtt.,7400000.0,2013,en,9.869,2013-10-18,949,all is lost,8500000.0,6263670.0,10386814.0,6.6
stoker,FoxS,10400000.0,2013,en,10.738,2013-03-01,1282,stoker,12000000.0,1703125.0,12034913.0,6.6
before midnight,SPC,3100000.0,2013,en,11.765,2013-06-14,1039,before midnight,3000000.0,8110621.0,23251930.0,7.4
only god forgives,RTWC,9900000.0,2013,en,10.196,2013-07-19,1396,only god forgives,4800000.0,775849.0,4494560.0,5.8
the fifth estate,BV,5300000.0,2013,en,6.611,2013-10-18,549,the fifth estate,26000000.0,3254172.0,6154172.0,5.9
upside down,MNE,8000000.0,2013,en,12.454,2013-03-14,1645,upside down,50000000.0,102118.0,26387039.0,6.2
metallica through the never,PH,4600000.0,2013,en,7.295,2013-09-27,130,metallica through the never,18000000.0,3419967.0,9082906.0,6.6
black nativity,FoxS,436000.0,2013,en,1.779,2013-11-27,25,black nativity,17500000.0,7018188.0,7285135.0,5.7
the sweeney,EOne,6300000.0,2013,en,6.4,2013-03-01,142,the sweeney,4500000.0,26345.0,8000366.0,5.9
mr nobody,Magn.,3500000.0,2013,en,17.242,2011-12-20,3279,mr nobody,46500000.0,3622.0,22254.0,7.9
the east,FoxS,99700.0,2013,en,8.044,2013-05-31,438,the east,6500000.0,2274649.0,3027956.0,6.6
aint them bodies saints,IFC,635000.0,2013,en,8.166,2013-08-16,217,aint them bodies saints,5000000.0,391611.0,1075009.0,6.2
transformers age of extinction,Par.,858600000.0,2014,en,20.961,2014-06-27,4805,transformers age of extinction,210000000.0,245439076.0,1104039076.0,5.8
the hobbit the battle of the five armies,WB (NL),700900000.0,2014,en,53.783,2014-12-17,8392,the hobbit the battle of the five armies,250000000.0,255119788.0,945577621.0,7.3
guardians of the galaxy,BV,440200000.0,2014,en,49.606,2014-08-01,17958,guardians of the galaxy,170000000.0,333172112.0,770867516.0,7.9
maleficent,BV,517100000.0,2014,en,19.274,2014-05-30,8143,maleficent,180000000.0,241407328.0,758536735.0,7.0
the hunger games mockingjay part 1,LGF,418200000.0,2014,en,33.837,2014-11-21,10087,the hunger games mockingjay part 1,125000000.0,337135885.0,766575131.0,6.8
xmen days of future past,Fox,513900000.0,2014,en,41.867,2014-05-23,10062,xmen days of future past,200000000.0,233921534.0,747862775.0,7.5
captain america the winter soldier,BV,454500000.0,2014,en,18.073,2014-04-04,11034,captain america the winter soldier,170000000.0,259746958.0,714401889.0,7.7
dawn of the planet of the apes,Fox,502100000.0,2014,en,27.641,2014-07-11,7080,dawn of the planet of the apes,170000000.0,208545589.0,710644566.0,7.3
the amazing spiderman 2,Sony,506100000.0,2014,en,20.847,2014-05-02,7220,the amazing spiderman 2,200000000.0,202853933.0,708996336.0,6.4
interstellar,Par.,489400000.0,2014,en,28.44,2014-11-05,18597,interstellar,165000000.0,188017894.0,666379375.0,8.2
big hero 6,BV,435300000.0,2014,en,36.92,2014-11-07,10176,big hero 6,165000000.0,222527828.0,652127828.0,7.8
how to train your dragon 2,Fox,444500000.0,2014,en,27.106,2014-06-13,5589,how to train your dragon 2,145000000.0,177002924.0,614586270.0,7.7
american sniper,WB,197300000.0,2014,en,18.473,2014-12-25,7658,american sniper,58000000.0,350126372.0,547326372.0,7.4
rio 2,Fox,368600000.0,2014,en,18.11,2014-04-11,1803,rio 2,130000000.0,131538435.0,492846291.0,6.3
the lego movie,WB,211400000.0,2014,en,19.375,2014-02-07,4839,the lego movie,60000000.0,257784718.0,457729388.0,7.4
lucy,Uni.,336700000.0,2014,en,16.73,2014-07-25,10019,lucy,40000000.0,126573960.0,457507776.0,6.3
penguins of madagascar,Fox,289700000.0,2014,en,20.899,2014-11-26,2273,penguins of madagascar,132000000.0,83350911.0,366942531.0,6.4
edge of tomorrow,WB,270300000.0,2014,en,19.753,2014-06-06,8047,edge of tomorrow,178000000.0,100206256.0,370541256.0,7.6
gone girl,Fox,201600000.0,2014,en,31.215,2014-10-03,10459,gone girl,61000000.0,167767189.0,368567189.0,7.9
night at the museum secret of the tomb,Fox,249500000.0,2014,en,20.064,2014-12-19,3536,night at the museum secret of the tomb,127000000.0,113746621.0,353756621.0,6.1
noah,Par.,261399999.0,2014,en,0.6,2013-09-09,11,noah,130000000.0,101200044.0,352831065.0,7.6
the maze runner,Fox,245900000.0,2014,en,36.955,2014-09-19,10626,the maze runner,34000000.0,102427862.0,348319861.0,7.1
300 rise of an empire,WB,231000000.0,2014,en,23.68,2014-03-07,3870,300 rise of an empire,110000000.0,106580051.0,330780051.0,6.0
22 jump street,Sony,139600000.0,2014,en,11.176,2014-06-13,5167,22 jump street,50000000.0,191719337.0,331333876.0,6.9
the fault in our stars,Fox,182300000.0,2014,en,16.03,2014-05-16,7236,the fault in our stars,12000000.0,124872350.0,307166834.0,7.6
divergent,LG/S,137900000.0,2014,en,16.982,2014-03-21,8279,divergent,85000000.0,150947895.0,276014965.0,6.9
mr peabody sherman,Fox,164200000.0,2014,en,12.813,2014-03-07,1357,mr peabody sherman,145000000.0,111506430.0,269806430.0,6.6
neighbors,Uni.,120500000.0,2014,en,14.979,2014-05-09,4536,neighbors,18000000.0,150086800.0,270944428.0,6.2
exodus gods and kings,Fox,203200000.0,2014,en,26.789,2014-12-12,2909,exodus gods and kings,140000000.0,65014513.0,268314513.0,5.7
annabelle,WB (NL),172800000.0,2014,en,13.989,2014-10-03,3357,annabelle,6500000.0,84273813.0,256862920.0,5.6
the imitation game,Wein.,142400000.0,2014,en,33.078,2014-12-19,10396,the imitation game,15000000.0,91125143.0,227740463.0,8.1
nonstop,Uni.,130600000.0,2014,en,2.264,2013-11-29,23,nonstop,50000000.0,91742160.0,222383055.0,5.6
dracula untold,Uni.,160800000.0,2014,en,29.043,2014-10-03,3719,dracula untold,70000000.0,55991880.0,220241723.0,6.2
the expendables 3,LGF,175300000.0,2014,en,18.797,2014-08-15,2876,the expendables 3,100000000.0,39322544.0,209461378.0,6.1
into the woods,BV,85100000.0,2014,en,1.201,2012-02-15,3,into the woods,56200000.0,128002372.0,213116401.0,2.7
need for speed,BV,159700000.0,2014,en,13.723,2014-03-14,2389,need for speed,66000000.0,43568507.0,194169619.0,6.1
the equalizer,Sony,90800000.0,2014,en,28.942,2014-09-26,4989,the equalizer,55000000.0,101530738.0,192903624.0,7.2
the grand budapest hotel,FoxS,115500000.0,2014,en,18.31,2014-03-07,8091,the grand budapest hotel,31000000.0,59076019.0,163981261.0,8.0
dumb and dumber to,Uni.,83600000.0,2014,en,15.964,2014-11-14,1842,dumb and dumber to,40000000.0,86208010.0,156553592.0,5.5
unbroken,Uni.,47800000.0,2014,en,12.354,2014-12-25,2240,unbroken,65000000.0,115637895.0,163527824.0,7.4
into the storm,WB (NL),114100000.0,2014,en,8.884,2014-08-08,1169,into the storm,50000000.0,47602194.0,150429371.0,5.8
the monuments men,Sony,77000000.0,2014,en,12.861,2014-02-07,2229,the monuments men,70000000.0,78031620.0,158702748.0,5.9
ride along,Uni.,19500000.0,2014,en,10.831,2014-01-17,1277,ride along,25000000.0,134202565.0,153733800.0,6.2
jack ryan shadow recruit,Par.,84900000.0,2014,en,11.061,2014-01-17,1687,jack ryan shadow recruit,60000000.0,50577412.0,131377412.0,6.1
blended,WB,81700000.0,2014,en,10.613,2014-05-23,1709,blended,45000000.0,46290741.0,127990741.0,6.7
sex tape,Sony,87500000.0,2014,en,20.429,2014-07-18,2684,sex tape,40000000.0,38543473.0,126069509.0,5.3
the theory of everything,Focus,87800000.0,2014,en,13.866,2014-11-26,6412,the theory of everything,15000000.0,35893537.0,123327692.0,7.9
the nut job,ORF,56600000.0,2014,en,10.501,2014-01-17,529,the nut job,30000000.0,64251538.0,122529966.0,5.6
pompeii,TriS,94600000.0,2014,en,25.215,2014-02-21,2078,pompeii,80000000.0,23169033.0,108469033.0,5.4
the purge anarchy,Uni.,40000000.0,2014,en,28.424,2014-07-18,3754,the purge anarchy,9000000.0,71562550.0,111534881.0,6.6
the boxtrolls,Focus,58400000.0,2014,en,11.219,2014-09-26,1016,the boxtrolls,60000000.0,50837305.0,111946251.0,6.7
horrible bosses 2,WB,53200000.0,2014,en,18.421,2014-11-26,2581,horrible bosses 2,40000000.0,54445357.0,105945357.0,6.2
ouija,Uni.,52700000.0,2014,en,15.389,2014-10-24,1670,ouija,5000000.0,50856010.0,103300632.0,5.1
transcendence,WB,80000000.0,2014,en,0.6,2012-06-09,2,transcendence,100000000.0,23022309.0,103039258.0,5.5
alexander and the terrible horrible no good very bad day,BV,34400000.0,2014,en,6.783,2014-10-10,817,alexander and the terrible horrible no good very bad day,28000000.0,66954149.0,101379287.0,6.2
heaven is for real,TriS,9900000.0,2014,en,9.718,2014-04-16,363,heaven is for real,12000000.0,91386097.0,100916299.0,6.2
tammy,WB (NL),16000000.0,2014,en,10.979,2014-07-03,735,tammy,20000000.0,84525432.0,96407655.0,5.2
paranormal activity the marked ones,Par.,58400000.0,2014,en,9.446,2014-01-03,752,paranormal activity the marked ones,5000000.0,32462372.0,90904854.0,5.3
the hundredfoot journey,BV,34600000.0,2014,en,8.26,2014-08-08,785,the hundredfoot journey,22000000.0,54235441.0,94270488.0,7.3
john wick,LG/S,45700000.0,2014,en,78.123,2014-10-24,10081,john wick,30000000.0,43037835.0,76235001.0,7.2
deliver us from evil,SGem,57400000.0,2014,en,11.283,2014-07-02,1104,deliver us from evil,30000000.0,30577122.0,87956618.0,6.1
a million ways to die in the west,Uni.,44100000.0,2014,en,10.816,2014-05-30,2219,a million ways to die in the west,40000000.0,42720965.0,86778557.0,5.8
snowpiercer,RTWC,82200000.0,2014,ko,14.735,2014-06-27,4748,snowpiercer,40000000.0,4563029.0,88069880.0,6.8
the judge,WB,37300000.0,2014,en,16.464,2014-10-10,2356,the judge,50000000.0,47119388.0,76119388.0,7.3
muppets most wanted,BV,29200000.0,2014,en,9.118,2014-03-21,473,muppets most wanted,55000000.0,51178893.0,79312301.0,6.2
if i stay,WB (NL),28400000.0,2014,en,12.047,2014-08-22,2703,if i stay,11000000.0,50474843.0,78356170.0,7.4
i frankenstein,LGF,52100000.0,2014,en,12.7,2014-01-24,1090,i frankenstein,65000000.0,19075290.0,74575290.0,5.2
think like a man too,SGem,5000000.0,2014,en,8.25,2014-06-20,319,think like a man too,24000000.0,65028687.0,70027933.0,6.3
brick mansions,Rela.,48500000.0,2014,en,9.194,2014-04-25,909,brick mansions,28000000.0,20396829.0,73421224.0,5.9
son of god,Fox,8100000.0,2014,en,8.289,2014-02-28,123,son of god,22000000.0,59700064.0,70949793.0,6.4
jersey boys,WB,20600000.0,2014,en,6.933,2014-06-20,380,jersey boys,40000000.0,47047013.0,65282732.0,6.9
the giver,Wein.,21900000.0,2014,en,8.687,2014-08-11,3075,the giver,25000000.0,45090374.0,66540205.0,6.5
selma,Par.,14700000.0,2014,en,9.541,2014-12-25,1354,selma,20000000.0,52076908.0,66776576.0,7.5
thunder and the house of magic,Shout!,64200000.0,2014,en,6.781,2014-07-25,196,thunder and the house of magic,34000000.0,4091.0,62582520.0,6.3
begin again,Wein.,47300000.0,2014,en,10.828,2014-07-11,2089,begin again,8000000.0,16170632.0,68838736.0,7.2
the legend of hercules,LG/S,42400000.0,2014,en,13.754,2014-01-10,805,the legend of hercules,70000000.0,18848538.0,58953319.0,4.5
dolphin tale 2,WB,15800000.0,2014,en,7.403,2014-09-12,173,dolphin tale 2,36000000.0,42024533.0,57824533.0,6.7
st vincent,Wein.,10700000.0,2014,en,16.379,2014-10-31,1069,st vincent,13000000.0,44137712.0,54837234.0,7.1
a walk among the tombstones,Uni.,26900000.0,2014,en,19.373,2014-09-19,1685,a walk among the tombstones,28000000.0,26017685.0,62108587.0,6.3
3 days to kill,Rela.,21900000.0,2014,en,11.011,2014-02-14,1279,3 days to kill,28000000.0,30697999.0,38959900.0,6.1
whiplash,SPC,35900000.0,2014,en,6.298,2013-01-18,94,whiplash,3300000.0,13092006.0,38969037.0,7.9
earth to echo,Rela.,6400000.0,2014,en,7.189,2014-07-02,377,earth to echo,13000000.0,38934842.0,42174545.0,5.7
boyhood,IFC,19100000.0,2014,en,11.141,2014-07-11,3097,boyhood,4000000.0,25379975.0,57273049.0,7.5
oculus,Rela.,16300000.0,2014,en,10.841,2014-04-03,1747,oculus,5000000.0,27695246.0,44115496.0,6.4
this is where i leave you,WB,7000000.0,2014,en,9.681,2014-09-19,695,this is where i leave you,20000000.0,34296320.0,41296320.0,6.6
that awkward moment,Focus,14400000.0,2014,en,8.649,2014-01-31,1759,that awkward moment,8000000.0,26068955.0,53068955.0,6.1
the gambler,Par.,5600000.0,2014,en,8.807,2014-12-25,783,the gambler,25000000.0,33680992.0,38718031.0,5.8
million dollar arm,BV,2800000.0,2014,en,7.771,2014-05-16,353,million dollar arm,25000000.0,36447959.0,39217912.0,6.8
nightcrawler,ORF,6300000.0,2014,en,25.597,2014-10-31,5860,nightcrawler,8500000.0,32381218.0,50334418.0,7.7
devils due,Fox,21100000.0,2014,en,5.893,2014-01-17,303,devils due,7000000.0,15821461.0,36146087.0,4.5
a most wanted man,RAtt.,19000000.0,2014,en,10.267,2014-07-25,784,a most wanted man,15000000.0,17237855.0,36068890.0,6.5
the best of me,Rela.,9200000.0,2014,en,8.622,2014-10-17,1512,the best of me,26000000.0,26766213.0,41059418.0,7.3
get on up,Uni.,2700000.0,2014,en,6.288,2014-08-01,251,get on up,30000000.0,30569935.0,33339868.0,6.7
the november man,Rela.,7500000.0,2014,en,17.747,2014-08-27,852,the november man,15000000.0,25018119.0,34820335.0,6.1
draft day,LG/S,620000.0,2014,en,10.581,2014-04-11,460,draft day,25000000.0,28842237.0,29847480.0,6.6
big eyes,Wein.,14800000.0,2014,en,12.017,2014-12-25,2153,big eyes,10000000.0,14482031.0,27317872.0,7.0
top five,Par.,800000.0,2014,en,6.322,2014-12-12,281,top five,12000000.0,25317379.0,26001741.0,6.3
and so it goes,CE,10200000.0,2014,en,8.235,2014-07-25,264,and so it goes,18000000.0,15160801.0,17920013.0,5.9
a haunted house 2,ORF,6600000.0,2014,en,6.948,2014-04-18,597,a haunted house 2,4000000.0,17329487.0,21206861.0,5.5
the railway man,Wein.,17900000.0,2014,en,9.582,2014-04-11,408,the railway man,18000000.0,4438438.0,23910210.0,6.9
mr turner,SPC,18200000.0,2014,en,7.884,2014-12-19,301,mr turner,14000000.0,3958546.0,25187026.0,6.5
labor day,Par.,6900000.0,2014,en,9.258,2013-12-27,546,labor day,18000000.0,13371528.0,14189810.0,6.9
the drop,FoxS,7900000.0,2014,en,14.795,2014-09-12,1215,the drop,12600000.0,10724389.0,19054534.0,6.7
before i go to sleep,CE,12200000.0,2014,en,16.07,2014-10-31,1098,before i go to sleep,22000000.0,3242457.0,19563579.0,6.4
inherent vice,WB,6600000.0,2014,en,14.244,2015-01-09,1359,inherent vice,20000000.0,8110975.0,14772346.0,6.6
a most violent year,A24,6300000.0,2014,en,12.271,2014-12-31,792,a most violent year,20000000.0,5749134.0,8846875.0,6.6
the babadook,IFC,9300000.0,2014,en,11.502,2014-11-28,3528,the babadook,2000000.0,950792.0,7482387.0,6.4
the immigrant,Wein.,3800000.0,2014,en,8.145,2013-10-06,438,the immigrant,16000000.0,2013456.0,7585011.0,6.2
wish i was here,Focus,1900000.0,2014,en,7.845,2014-01-18,440,wish i was here,6000000.0,3591299.0,6591365.0,6.6
veronica mars,WB,195000.0,2014,en,7.821,2014-03-14,699,veronica mars,6000000.0,3322127.0,3485383.0,6.7
the rover,A24,2100000.0,2014,en,13.528,2014-07-18,435,the rover,8500000.0,1109199.0,3180252.0,6.2
jackpot,DR,1100000.0,2014,en,0.6,2012-07-14,1,jackpot,400000.0,44452.0,44452.0,6.0
jurassic world,Uni.,10194.0,2015,en,20.709,2015-06-12,14056,jurassic world,215000000.0,652270625.0,1648854864.0,6.6
furious 7,Uni.,11630.0,2015,en,20.396,2015-04-03,6538,furious 7,190000000.0,353007020.0,1518722794.0,7.3
avengers age of ultron,BV,946400000.0,2015,en,44.383,2015-05-01,13457,avengers age of ultron,330600000.0,459005868.0,1403013963.0,7.3
minions,Uni.,823400000.0,2015,en,9.338,2015-07-10,7343,minions,74000000.0,336045770.0,1160336173.0,6.4
spectre,Sony,680600000.0,2015,en,30.318,2015-11-06,6719,spectre,300000000.0,200074175.0,879620923.0,6.4
inside out,BV,501100000.0,2015,en,4.758,2011-09-27,18,inside out,175000000.0,356461711.0,854235992.0,4.4
the hunger games mockingjay part 2,LGF,371700000.0,2015,en,19.487,2015-11-18,7609,the hunger games mockingjay part 2,160000000.0,281723902.0,648986787.0,6.8
the martian,Fox,401700000.0,2015,en,22.856,2015-10-02,12172,the martian,108000000.0,228433663.0,655271443.0,7.7
fifty shades of grey,Uni.,404800000.0,2015,en,21.229,2015-02-13,6451,fifty shades of grey,40000000.0,166167230.0,570998101.0,5.4
the revenant,Fox,349300000.0,2015,en,19.41,2015-12-25,11064,the revenant,135000000.0,183637894.0,532938302.0,7.4
antman,BV,339100000.0,2015,en,32.715,2015-07-17,11949,antman,130000000.0,180202163.0,518858449.0,7.1
hotel transylvania 2,Sony,305100000.0,2015,en,16.553,2015-09-25,3184,hotel transylvania 2,80000000.0,169700110.0,469500298.0,6.7
san andreas,WB (NL),318800000.0,2015,en,27.414,2015-05-29,5125,san andreas,110000000.0,155190832.0,456258539.0,6.1
terminator genisys,Par.,350800000.0,2015,en,31.11,2015-07-01,5309,terminator genisys,155000000.0,89760956.0,432150894.0,5.9
kingsman the secret service,Fox,286100000.0,2015,en,26.103,2015-02-13,10287,kingsman the secret service,94000000.0,128261724.0,404561724.0,7.6
mad max fury road,WB,224800000.0,2015,en,28.099,2015-05-15,14454,mad max fury road,150000000.0,153636354.0,370098020.0,7.4
the good dinosaur,BV,209100000.0,2015,en,17.675,2015-11-25,3135,the good dinosaur,187500000.0,123087120.0,333771037.0,6.7
taken 3,Fox,237200000.0,2015,en,27.679,2015-01-09,3406,taken 3,48000000.0,89256424.0,327656424.0,6.1
the spongebob movie sponge out of water,Par.,162200000.0,2015,en,13.815,2015-02-06,1165,the spongebob movie sponge out of water,74000000.0,162994032.0,311013181.0,5.7
maze runner the scorch trials,Fox,230600000.0,2015,en,17.31,2015-09-18,6365,maze runner the scorch trials,61000000.0,81697192.0,310566162.0,6.6
pitch perfect 2,Uni.,103200000.0,2015,en,18.469,2015-05-15,3599,pitch perfect 2,29000000.0,184296230.0,287625468.0,6.8
paddington,W/Dim.,191800000.0,2015,en,13.565,2015-01-16,1904,paddington,55000000.0,76223578.0,258789097.0,7.0
the peanuts movie,Fox,116100000.0,2015,en,11.344,2015-11-01,894,the peanuts movie,99000000.0,130178411.0,250091610.0,6.6
pixels,Sony,166100000.0,2015,en,2.172,2010-04-01,35,pixels,90000000.0,78765986.0,244041804.0,7.1
spy,Fox,124800000.0,2015,en,1.4,2011-08-09,1,spy,65000000.0,110825712.0,232585748.0,7.0
alvin and the chipmunks the road chip,Fox,148900000.0,2015,en,14.973,2015-12-18,852,alvin and the chipmunks the road chip,90000000.0,85886987.0,249517956.0,5.8
ted 2,Uni.,135200000.0,2015,en,17.684,2015-06-26,4227,ted 2,68000000.0,81476385.0,217214143.0,6.1
tomorrowland,BV,115700000.0,2015,en,20.136,2015-05-22,4610,tomorrowland,170000000.0,93436322.0,206627518.0,6.2
straight outta compton,Uni.,40400000.0,2015,en,11.731,2015-08-14,2048,straight outta compton,28000000.0,161197785.0,202182981.0,7.7
the intern,WB,118800000.0,2015,en,14.377,2015-09-25,3373,the intern,40000000.0,75764672.0,197115710.0,7.1
jupiter ascending,WB,136600000.0,2015,en,24.058,2015-02-27,4401,jupiter ascending,179000000.0,47482519.0,181982519.0,5.3
creed,WB (NL),63800000.0,2015,en,16.356,2015-11-25,4010,creed,37000000.0,109767581.0,173567581.0,7.3
fantastic four,Fox,111900000.0,2015,en,16.36,2015-08-07,3837,fantastic four,120000000.0,56117548.0,167849187.0,4.4
bridge of spies,BV,93200000.0,2015,en,12.836,2015-10-16,4313,bridge of spies,40000000.0,72313754.0,162498338.0,7.2
the hateful eight,Wein.,101600000.0,2015,en,20.681,2015-12-25,8065,the hateful eight,62000000.0,54117416.0,147864886.0,7.7
goosebumps,Sony,70100000.0,2015,en,18.957,2015-10-16,2147,goosebumps,58000000.0,80069458.0,158905324.0,6.2
the last witch hunter,LG/S,119600000.0,2015,en,16.685,2015-10-23,2193,the last witch hunter,80000000.0,27367660.0,130818912.0,5.8
trainwreck,Uni.,30600000.0,2015,en,18.423,2015-07-17,1731,trainwreck,35000000.0,110212700.0,141123897.0,5.8
the big short,Par.,63200000.0,2015,en,14.327,2015-12-11,4657,the big short,28000000.0,70259870.0,133162752.0,7.3
pan,WB,93300000.0,2015,en,13.054,2015-10-09,1701,pan,150000000.0,35088320.0,151525973.0,5.9
magic mike xxl,WB,56500000.0,2015,en,8.681,2015-07-01,1110,magic mike xxl,14500000.0,66013057.0,123660597.0,6.2
seventh son,Uni.,97000000.0,2015,en,22.856,2015-02-06,1549,seventh son,95000000.0,17725785.0,108874967.0,5.3
insidious chapter 3,Focus,60800000.0,2015,en,19.859,2015-06-05,1886,insidious chapter 3,10000000.0,52218558.0,120453155.0,6.2
get hard,WB,21400000.0,2015,en,12.129,2015-03-27,1469,get hard,40000000.0,90411453.0,106511453.0,6.0
the man from uncle,WB,64400000.0,2015,en,18.956,2015-08-14,3525,the man from uncle,75000000.0,45445109.0,104949584.0,7.1
paul blart mall cop 2,Sony,36600000.0,2015,en,15.941,2015-04-17,900,paul blart mall cop 2,38000000.0,71091594.0,107650646.0,5.0
sisters,Uni.,18000000.0,2015,en,10.993,2015-12-18,922,sisters,30000000.0,87044645.0,106030660.0,5.9
vacation,WB (NL),46000000.0,2015,hu,0.6,2011-04-10,1,vacation,31000000.0,58884188.0,102306500.0,7.0
chappie,Sony,70500000.0,2015,en,24.52,2015-03-06,4995,chappie,49000000.0,31569268.0,105002056.0,6.7
joy,Fox,44700000.0,2015,en,10.305,2015-12-25,2723,joy,60000000.0,56451232.0,101134059.0,6.5
black mass,WB,37200000.0,2015,en,14.646,2015-09-18,2020,black mass,53000000.0,62575678.0,98837872.0,6.4
the visit,Uni.,33200000.0,2015,en,10.196,2015-09-11,2634,the visit,5000000.0,65206105.0,98677816.0,6.2
spotlight,ORF,53200000.0,2015,en,16.354,2015-11-06,4935,spotlight,20000000.0,45055776.0,92088460.0,7.8
in the heart of the sea,WB,68900000.0,2015,en,14.33,2015-12-11,2137,in the heart of the sea,100000000.0,25020758.0,89693309.0,6.6
southpaw,Wein.,39500000.0,2015,en,25.305,2015-07-24,3424,southpaw,30000000.0,52421953.0,94156456.0,7.4
the second best exotic marigold hotel,FoxS,52900000.0,2015,en,7.731,2015-03-06,420,the second best exotic marigold hotel,10000000.0,33078266.0,90384306.0,6.4
paper towns,Fox,53500000.0,2015,en,11.564,2015-07-24,3587,paper towns,12000000.0,32000304.0,85450484.0,6.0
sicario,LGF,38000000.0,2015,en,20.468,2015-09-18,4475,sicario,30000000.0,46889293.0,84393749.0,7.3
hitman agent 47,Fox,59900000.0,2015,en,14.082,2015-08-21,1764,hitman agent 47,35000000.0,22467450.0,82182803.0,5.6
the wedding ringer,SGem,15300000.0,2015,en,15.876,2015-01-16,961,the wedding ringer,23000000.0,64460211.0,80171596.0,6.5
paranormal activity the ghost dimension,Par.,60600000.0,2015,en,8.157,2015-10-23,774,paranormal activity the ghost dimension,10000000.0,18297124.0,77959374.0,5.2
crimson peak,Uni.,43600000.0,2015,en,9.897,2015-10-16,2986,crimson peak,55000000.0,31090320.0,74966854.0,6.5
the transporter refueled,EC,56600000.0,2015,en,13.428,2015-09-04,836,the transporter refueled,22000000.0,16029670.0,69698495.0,5.4
run all night,WB,45200000.0,2015,en,17.592,2015-03-13,1684,run all night,50000000.0,26461644.0,66961644.0,6.4
the age of adaline,LGF,23000000.0,2015,en,8.559,2015-04-24,3853,the age of adaline,30000000.0,42629776.0,68984536.0,7.4
unfriended,Uni.,31600000.0,2015,en,8.12,2015-04-17,2019,unfriended,1000000.0,32789645.0,64364198.0,5.4
the longest ride,Fox,25500000.0,2015,en,11.168,2015-04-10,1908,the longest ride,34000000.0,37446117.0,63802928.0,7.5
brooklyn,FoxS,23800000.0,2015,en,12.083,2015-11-04,1912,brooklyn,11000000.0,38322743.0,62076141.0,7.3
woman in gold,Wein.,28300000.0,2015,en,7.76,2015-04-10,787,woman in gold,11000000.0,33307793.0,58586407.0,7.4
krampus,Uni.,18800000.0,2015,en,9.417,2015-12-04,1046,krampus,15000000.0,42725475.0,61788393.0,6.0
the walk,TriS,51000000.0,2015,en,11.754,2015-10-02,1906,the walk,35000000.0,10161183.0,61492104.0,6.9
the perfect guy,SGem,3200000.0,2015,en,6.727,2015-09-11,211,the perfect guy,18000000.0,57027435.0,60278166.0,5.7
no escape,Wein.,27100000.0,2015,en,19.005,2015-08-26,1296,no escape,5000000.0,27288872.0,42844516.0,6.8
sinister 2,Focus,25100000.0,2015,en,9.916,2015-08-21,1142,sinister 2,10000000.0,27740955.0,54104225.0,5.8
the boy next door,Uni.,17000000.0,2015,en,0.6,2008-11-14,6,the boy next door,4000000.0,36006065.0,53401938.0,5.7
the night before,Sony,9300000.0,2015,en,9.014,2015-11-20,956,the night before,25000000.0,43035725.0,52427346.0,6.1
hot pursuit,WB (NL),17100000.0,2015,en,9.607,2015-05-08,1000,hot pursuit,35000000.0,34580201.0,45671512.0,5.6
entourage,WB,16900000.0,2015,en,13.802,2015-06-03,647,entourage,30000000.0,32363404.0,46438538.0,6.2
mortdecai,LGF,39600000.0,2015,en,13.263,2015-01-23,1666,mortdecai,60000000.0,7696134.0,30396134.0,5.4
mcfarland usa,BV,1200000.0,2015,en,8.197,2015-02-20,358,mcfarland usa,17000000.0,44480275.0,45707924.0,7.3
still alice,SPC,25100000.0,2015,en,10.747,2014-12-05,1946,still alice,5000000.0,18656400.0,41699612.0,7.5
the duff,LGF,9500000.0,2015,en,9.054,2015-02-20,2987,the duff,8500000.0,34030343.0,43528634.0,6.8
legend,Uni.,41100000.0,2015,en,10.542,1986-04-18,509,legend,25000000.0,15502112.0,23506237.0,6.2
the gallows,WB (NL),20200000.0,2015,en,9.166,2015-07-10,591,the gallows,100000.0,22764410.0,41656474.0,4.8
love the coopers,LGF,16100000.0,2015,en,8.261,2015-11-13,384,love the coopers,18000000.0,26302731.0,42227490.0,5.8
the lady in the van,SPC,31400000.0,2015,en,9.269,2015-12-04,393,the lady in the van,6000000.0,10021175.0,42320503.0,6.3
ricki and the flash,TriS,14500000.0,2015,en,8.247,2015-08-07,473,ricki and the flash,18000000.0,26839498.0,41166033.0,5.8
carol,Wein.,27600000.0,2015,en,13.096,2015-11-20,1949,carol,11800000.0,12711491.0,42843521.0,7.4
